Age,Height_cm,Weight_kg,BMI,Sport_Type,Level,Goal,Training_Days_Per_Week,Years_Training,Has_Injury_History,Endurance_Score,Strength_Score,Speed_Score,Flexibility_Score,Explosiveness_Score,Recovery_Score,Recommended_Program_ID
25,169,72,25.2,Boxing,Beginner,Agility,3,0.4,0,7,3,6,3,7,7,PRG_BOX_FOUNDATIONS
24,172,73,24.7,Track & Field,Intermediate,Weight_Loss,5,4.7,0,5,6,8,4,5,9,PRG_TF_GENERAL_TRACK_CONDITIONING
22,196,90,23.4,Football,Beginner,Agility,4,0.8,1,1,6,4,5,8,6,PRG_FB_ATHLETIC_DEVELOPMENT
20,170,87,30.1,MMA,Beginner,Agility,3,0.1,0,6,4,5,3,3,7,PRG_MMA_BEGINNER_BASE
25,169,71,24.9,MMA,Intermediate,Endurance,5,5.2,1,6,5,6,6,7,7,PRG_MMA_INJURY_PREVENTION
33,177,69,22.0,Boxing,Advanced,Endurance,5,7.0,1,7,7,7,9,8,7,PRG_BOX_REHAB_CONDITIONING
17,178,69,21.8,MMA,Advanced,Agility,4,6.9,1,6,7,5,8,9,7,PRG_MMA_INJURY_PREVENTION
24,191,79,21.7,Basketball,Beginner,Speed,3,1.8,1,4,4,6,5,6,6,PRG_BB_ATHLETIC_BASE
20,166,64,23.2,Track & Field,Advanced,Endurance,5,8.2,0,10,7,10,5,8,7,PRG_TF_DISTANCE_ELITE
25,172,62,21.0,Boxing,Advanced,Agility,6,7.1,0,9,7,8,5,9,5,PRG_BOX_KNOCKOUT_POWER
33,186,64,18.5,General Fitness,Beginner,Muscle_Gain,3,0.1,0,2,6,5,6,3,5,PRG_FIT_HYPERTROPHY_INTERMEDIATE
22,185,85,24.8,Basketball,Intermediate,Agility,3,4.8,0,8,6,7,5,6,9,PRG_BB_CHANGE_OF_DIRECTION
39,169,80,28.0,MMA,Intermediate,Muscle_Gain,4,2.9,0,5,7,4,7,5,5,PRG_MMA_GENERAL_CONDITIONING
24,174,86,28.4,Basketball,Intermediate,Speed,4,3.7,1,7,7,5,4,8,8,PRG_BB_ANKLE_KNEE_PREHAB
16,177,55,17.6,Track & Field,Intermediate,Endurance,6,4.3,0,8,7,8,6,8,6,PRG_TF_DISTANCE_ELITE
16,179,85,26.5,MMA,Intermediate,Speed,4,3.0,0,7,4,7,5,6,8,PRG_MMA_SPEED_AGILITY
15,168,80,28.3,Track & Field,Advanced,Speed,5,7.1,0,8,6,8,10,8,7,PRG_TF_SPRINT_ELITE
27,174,70,23.1,Boxing,Intermediate,Agility,3,3.4,0,7,6,9,3,7,7,PRG_BOX_KNOCKOUT_POWER
27,177,69,22.0,Swimming,Advanced,Agility,6,5.3,0,9,8,8,10,6,7,PRG_SW_RACE_CONDITIONING
22,163,65,24.5,Boxing,Beginner,Speed,2,2.8,0,5,5,3,4,4,8,PRG_BOX_FOUNDATIONS
28,173,76,25.4,MMA,Intermediate,Weight_Loss,4,3.4,0,5,8,4,4,5,8,PRG_MMA_GENERAL_CONDITIONING
32,178,75,23.7,Tennis,Beginner,Speed,3,1.4,0,5,3,5,4,6,7,PRG_TN_MOVEMENT_FOUNDATIONS
20,189,85,23.8,Basketball,Intermediate,Endurance,5,3.8,0,8,4,6,6,6,7,PRG_BB_COMPLETE_ATHLETE
22,179,63,19.7,Swimming,Intermediate,Endurance,4,2.9,1,8,6,8,9,4,9,PRG_SW_DISTANCE_ELITE
33,183,79,23.6,MMA,Intermediate,Speed,4,3.4,0,9,8,6,7,5,7,PRG_MMA_GENERAL_CONDITIONING
33,181,63,19.2,Tennis,Beginner,Endurance,2,2.4,1,6,1,4,8,4,6,PRG_TN_MOVEMENT_FOUNDATIONS
15,182,75,22.6,Tennis,Advanced,Agility,6,7.7,0,9,8,7,8,6,6,PRG_TN_FOOTWORK_ELITE
28,180,65,20.1,Track & Field,Beginner,Speed,2,1.3,0,8,4,6,4,7,8,PRG_TF_RUNNING_MECHANICS
26,175,57,18.6,Track & Field,Beginner,Agility,1,0.5,0,3,6,8,2,8,9,PRG_TF_RUNNING_MECHANICS
21,181,58,17.7,Track & Field,Intermediate,Endurance,3,3.8,0,8,5,6,6,8,10,PRG_TF_DISTANCE_ELITE
20,185,66,19.3,Track & Field,Beginner,Muscle_Gain,4,1.8,0,6,6,5,6,6,7,PRG_TF_RUNNING_MECHANICS
27,185,83,24.3,Football,Intermediate,Muscle_Gain,4,2.9,1,4,7,10,5,5,7,PRG_FB_INJURY_PREVENTION
31,171,80,27.4,MMA,Beginner,Endurance,2,0.9,0,4,6,5,7,7,7,PRG_MMA_BEGINNER_BASE
17,189,69,19.3,Tennis,Beginner,Agility,2,4.7,0,6,3,4,5,6,7,PRG_TN_MOVEMENT_FOUNDATIONS
24,185,77,22.5,Swimming,Intermediate,Weight_Loss,4,3.1,0,9,5,6,5,7,6,PRG_SW_RACE_CONDITIONING
21,179,65,20.3,Swimming,Intermediate,Endurance,4,5.0,0,7,5,6,8,6,7,PRG_SW_DISTANCE_ELITE
32,173,59,19.7,MMA,Intermediate,Muscle_Gain,3,3.7,0,5,7,5,5,7,9,PRG_MMA_GENERAL_CONDITIONING
18,175,97,31.7,Football,Intermediate,Strength,3,4.4,0,4,6,6,8,8,8,PRG_FB_STRENGTH_STAMINA
25,166,56,20.3,MMA,Beginner,Weight_Loss,2,0.9,0,5,2,6,6,5,8,PRG_MMA_BEGINNER_BASE
25,191,81,22.2,Basketball,Beginner,Speed,4,0.9,0,3,5,6,4,5,6,PRG_BB_ATHLETIC_BASE
31,176,70,22.6,Swimming,Intermediate,Weight_Loss,5,2.4,0,10,5,6,5,5,7,PRG_SW_RACE_CONDITIONING
26,165,70,25.7,Boxing,Advanced,Endurance,5,6.2,0,7,7,6,8,5,5,PRG_BOX_ELITE_CONDITIONING
15,168,62,22.0,Track & Field,Intermediate,Muscle_Gain,5,3.7,0,7,4,10,5,6,7,PRG_TF_GENERAL_TRACK_CONDITIONING
28,156,81,33.3,Boxing,Intermediate,Speed,4,4.3,0,7,6,9,6,10,8,PRG_BOX_KNOCKOUT_POWER
20,180,68,21.0,Swimming,Intermediate,Agility,4,2.0,0,8,8,6,4,9,9,PRG_SW_RACE_CONDITIONING
24,184,72,21.3,Tennis,Beginner,Agility,2,0.7,1,3,6,4,4,4,7,PRG_TN_MOVEMENT_FOUNDATIONS
22,186,68,19.7,Basketball,Beginner,Muscle_Gain,1,0.1,0,5,3,7,4,5,5,PRG_BB_ATHLETIC_BASE
25,169,51,17.9,Boxing,Beginner,Muscle_Gain,2,1.7,1,5,7,4,3,8,8,PRG_BOX_FOUNDATIONS
20,177,71,22.7,Swimming,Advanced,Endurance,6,8.4,0,10,6,10,10,7,6,PRG_SW_DISTANCE_ELITE
23,180,78,24.1,General Fitness,Beginner,Weight_Loss,2,0.1,0,1,7,4,7,4,7,PRG_FIT_FAT_LOSS_HIIT
27,172,70,23.7,MMA,Intermediate,Speed,4,4.7,1,6,6,6,3,6,6,PRG_MMA_INJURY_PREVENTION
16,177,82,26.2,Football,Intermediate,Muscle_Gain,4,3.1,0,3,7,7,7,9,8,PRG_FB_AEROBIC_CAPACITY
26,165,57,20.9,Boxing,Beginner,Speed,1,1.1,0,3,4,6,4,3,7,PRG_BOX_FOUNDATIONS
21,171,50,17.1,Track & Field,Advanced,Strength,4,5.9,0,7,8,10,8,10,7,PRG_TF_THROWS_JUMPS_POWER
20,184,65,19.2,Tennis,Intermediate,Strength,4,3.2,0,4,8,8,7,6,8,PRG_TN_COMPETITION_READINESS
22,175,64,20.9,Boxing,Intermediate,Speed,6,3.5,0,7,7,8,5,9,7,PRG_BOX_KNOCKOUT_POWER
29,175,65,21.2,MMA,Intermediate,Muscle_Gain,4,4.9,0,5,7,7,4,8,8,PRG_MMA_SPEED_AGILITY
23,169,106,37.1,Football,Intermediate,Strength,4,2.7,0,8,9,7,2,7,8,PRG_FB_LINEMAN_POWER
20,172,63,21.3,MMA,Intermediate,Agility,5,5.4,0,6,6,5,6,6,5,PRG_MMA_PEAK_PERFORMANCE
28,161,67,25.8,Boxing,Intermediate,Strength,4,4.5,1,8,5,8,6,5,7,PRG_BOX_REHAB_CONDITIONING
24,192,66,17.9,Basketball,Beginner,Agility,2,0.1,0,4,5,5,5,3,8,PRG_BB_ATHLETIC_BASE
20,190,66,18.3,Basketball,Beginner,Endurance,5,1.3,0,5,3,6,2,7,6,PRG_BB_ATHLETIC_BASE
26,168,64,22.7,Track & Field,Advanced,Endurance,5,5.8,0,9,10,10,6,8,7,PRG_TF_DISTANCE_ELITE
20,181,87,26.6,Football,Beginner,Muscle_Gain,2,1.5,0,1,6,6,2,5,9,PRG_FB_ATHLETIC_DEVELOPMENT
18,187,86,24.6,Basketball,Advanced,Agility,4,8.1,0,9,10,8,7,9,7,PRG_BB_VERTICAL_PLYOMETRICS
25,182,66,19.9,Tennis,Intermediate,Endurance,3,5.0,0,6,5,9,6,4,9,PRG_TN_COMPETITION_READINESS
15,176,57,18.4,General Fitness,Beginner,Weight_Loss,3,0.1,0,3,2,3,3,5,8,PRG_FIT_FAT_LOSS_HIIT
18,173,78,26.1,Track & Field,Advanced,Endurance,7,5.6,0,9,9,9,6,10,7,PRG_TF_DISTANCE_ELITE
31,177,75,23.9,General Fitness,Advanced,Endurance,5,6.3,1,9,5,8,7,6,8,PRG_FIT_CARDIO_ENDURANCE
21,159,61,24.1,Track & Field,Advanced,Muscle_Gain,5,8.4,0,8,5,9,7,9,9,PRG_TF_THROWS_JUMPS_POWER
23,166,77,27.9,Boxing,Advanced,Endurance,6,9.3,0,10,8,10,7,9,5,PRG_BOX_KNOCKOUT_POWER
32,181,95,29.0,MMA,Advanced,Muscle_Gain,6,7.9,0,10,7,9,7,7,4,PRG_MMA_PEAK_PERFORMANCE
45,164,53,19.7,General Fitness,Beginner,Speed,4,0.1,0,4,5,1,6,4,6,PRG_FIT_BALANCED_WELLNESS
29,175,72,23.5,Tennis,Advanced,Strength,5,6.4,1,7,6,10,7,6,7,PRG_TN_SHOULDER_ELBOW_PREHAB
29,182,68,20.5,Boxing,Advanced,Speed,4,7.6,0,10,10,8,6,8,8,PRG_BOX_KNOCKOUT_POWER
25,184,60,17.7,General Fitness,Intermediate,Endurance,4,3.2,1,3,6,5,6,8,6,PRG_FIT_CARDIO_ENDURANCE
19,184,68,20.1,Track & Field,Intermediate,Muscle_Gain,4,3.1,1,7,7,8,6,10,6,PRG_TF_THROWS_JUMPS_POWER
15,196,71,18.5,Basketball,Beginner,Endurance,1,0.1,0,6,5,5,1,5,7,PRG_BB_ATHLETIC_BASE
17,174,77,25.4,MMA,Intermediate,Weight_Loss,3,3.4,0,5,6,6,6,6,7,PRG_MMA_GENERAL_CONDITIONING
21,180,72,22.2,Swimming,Advanced,Strength,6,7.7,0,10,7,8,6,7,5,PRG_SW_RACE_CONDITIONING
30,173,69,23.1,Tennis,Beginner,Muscle_Gain,3,3.4,1,4,6,4,3,6,7,PRG_TN_MOVEMENT_FOUNDATIONS
25,188,94,26.6,Basketball,Intermediate,Endurance,4,1.9,1,5,6,8,5,7,6,PRG_BB_ANKLE_KNEE_PREHAB
16,194,75,19.9,Football,Intermediate,Strength,4,3.6,0,8,5,7,5,10,9,PRG_FB_EXPLOSIVE_ATHLETE
28,173,62,20.7,Track & Field,Intermediate,Endurance,3,4.9,0,7,5,10,8,5,8,PRG_TF_DISTANCE_ELITE
31,179,71,22.2,MMA,Intermediate,Endurance,4,0.2,0,4,7,3,7,7,6,PRG_MMA_AEROBIC_BASE
15,200,91,22.8,Basketball,Intermediate,Muscle_Gain,4,5.3,0,6,8,6,6,7,9,PRG_BB_COMPLETE_ATHLETE
15,189,73,20.4,Track & Field,Intermediate,Strength,3,3.7,0,6,7,9,7,7,7,PRG_TF_THROWS_JUMPS_POWER
27,188,69,19.5,Tennis,Advanced,Speed,5,6.1,0,6,6,8,8,8,7,PRG_TN_POWER_GENERATION
19,170,57,19.7,Boxing,Beginner,Agility,3,1.5,1,7,9,7,4,5,9,PRG_BOX_FOUNDATIONS
20,167,69,24.7,Track & Field,Intermediate,Agility,4,2.4,0,10,7,9,5,9,7,PRG_TF_GENERAL_TRACK_CONDITIONING
18,178,54,17.0,Track & Field,Advanced,Endurance,4,6.3,0,10,7,10,6,9,7,PRG_TF_DISTANCE_ELITE
27,176,63,20.3,Track & Field,Advanced,Strength,5,9.0,1,9,7,10,10,8,7,PRG_TF_THROWS_JUMPS_POWER
20,186,70,20.2,General Fitness,Beginner,Weight_Loss,3,3.9,0,2,4,4,3,4,8,PRG_FIT_FAT_LOSS_HIIT
28,175,75,24.5,Boxing,Intermediate,Agility,3,1.6,0,5,6,9,7,7,8,PRG_BOX_KNOCKOUT_POWER
28,179,78,24.3,Tennis,Intermediate,Speed,5,3.4,0,9,5,8,6,5,7,PRG_TN_COMPETITION_READINESS
22,191,81,22.2,Basketball,Beginner,Muscle_Gain,2,2.4,1,4,4,5,4,2,7,PRG_BB_ATHLETIC_BASE
27,193,71,19.1,Football,Beginner,Endurance,3,0.1,0,5,4,5,1,6,8,PRG_FB_ATHLETIC_DEVELOPMENT
18,171,64,21.9,Track & Field,Intermediate,Agility,3,3.5,1,7,5,8,7,6,7,PRG_TF_GENERAL_TRACK_CONDITIONING
18,177,69,22.0,Tennis,Intermediate,Endurance,5,4.3,0,8,3,7,6,4,7,PRG_TN_CORE_STABILITY
20,181,71,21.7,Tennis,Beginner,Speed,2,1.0,0,5,1,4,7,6,7,PRG_TN_MOVEMENT_FOUNDATIONS
20,185,75,21.9,Football,Advanced,Endurance,6,8.5,0,8,7,9,8,10,7,PRG_FB_EXPLOSIVE_ATHLETE
27,173,83,27.7,Boxing,Beginner,Strength,3,0.1,0,5,5,5,1,5,7,PRG_BOX_FOUNDATIONS
22,198,67,17.1,Basketball,Beginner,Agility,1,0.1,0,5,5,5,4,5,10,PRG_BB_ATHLETIC_BASE
26,176,73,23.6,MMA,Beginner,Strength,3,0.4,1,2,5,6,7,5,7,PRG_MMA_BEGINNER_BASE
21,181,69,21.1,Boxing,Intermediate,Endurance,4,3.8,0,7,6,8,4,5,8,PRG_BOX_GENERAL_COMBAT_FITNESS
23,164,73,27.1,Swimming,Advanced,Endurance,5,5.9,0,10,7,7,10,9,6,PRG_SW_DISTANCE_ELITE
15,194,100,26.6,Football,Intermediate,Muscle_Gain,4,3.4,0,4,6,7,5,5,8,PRG_FB_AEROBIC_CAPACITY
15,193,58,15.6,Basketball,Intermediate,Endurance,4,4.2,0,5,4,6,8,6,7,PRG_BB_COMPLETE_ATHLETE
25,187,93,26.6,Basketball,Intermediate,Strength,5,2.9,0,6,8,9,7,7,7,PRG_BB_CHANGE_OF_DIRECTION
23,171,77,26.3,General Fitness,Intermediate,Weight_Loss,4,4.6,0,4,7,4,6,8,8,PRG_FIT_FAT_LOSS_HIIT
24,177,64,20.4,MMA,Intermediate,Speed,4,4.0,1,4,3,7,8,4,7,PRG_MMA_INJURY_PREVENTION
22,182,81,24.5,MMA,Intermediate,Strength,5,1.8,0,5,5,6,6,5,7,PRG_MMA_GENERAL_CONDITIONING
27,176,81,26.1,Tennis,Beginner,Weight_Loss,3,0.1,1,1,4,4,4,3,7,PRG_TN_MOVEMENT_FOUNDATIONS
28,180,75,23.1,Boxing,Intermediate,Endurance,4,4.1,0,9,7,7,5,5,7,PRG_BOX_GENERAL_COMBAT_FITNESS
38,183,65,19.4,General Fitness,Advanced,Endurance,5,5.9,0,6,10,9,6,6,6,PRG_FIT_CARDIO_ENDURANCE
26,187,72,20.6,Basketball,Advanced,Speed,5,6.7,0,10,7,10,9,7,8,PRG_BB_VERTICAL_PLYOMETRICS
30,164,56,20.8,General Fitness,Intermediate,Agility,4,4.2,0,4,2,3,8,6,8,PRG_FIT_BALANCED_WELLNESS
15,184,80,23.6,Swimming,Advanced,Endurance,6,7.2,0,10,5,9,8,5,7,PRG_SW_DISTANCE_ELITE
25,178,80,25.2,Swimming,Beginner,Muscle_Gain,2,0.1,1,5,3,7,5,5,7,PRG_SW_TECHNIQUE_AND_BASE
26,179,82,25.6,Football,Intermediate,Speed,3,4.0,0,8,4,5,6,7,7,PRG_FB_SPRINT_MECHANICS
25,170,94,32.5,General Fitness,Beginner,Muscle_Gain,2,0.1,1,2,1,3,4,4,8,PRG_FIT_FAT_LOSS_HIIT
36,175,63,20.6,General Fitness,Beginner,Muscle_Gain,2,1.3,0,3,5,3,5,5,9,PRG_FIT_HYPERTROPHY_INTERMEDIATE
25,182,74,22.3,Tennis,Beginner,Speed,4,2.1,0,5,2,5,5,3,7,PRG_TN_MOVEMENT_FOUNDATIONS
15,167,65,23.3,Track & Field,Intermediate,Speed,3,1.6,0,7,7,6,8,6,7,PRG_TF_SPEED_DEVELOPMENT
39,176,90,29.1,General Fitness,Beginner,Muscle_Gain,1,3.1,0,1,7,4,5,1,9,PRG_FIT_HYPERTROPHY_INTERMEDIATE
16,162,88,33.5,MMA,Beginner,Weight_Loss,2,0.2,0,6,4,2,3,2,10,PRG_MMA_BEGINNER_BASE
35,163,74,27.9,MMA,Advanced,Agility,6,7.0,0,8,9,7,5,8,7,PRG_MMA_PEAK_PERFORMANCE
32,174,76,25.1,General Fitness,Beginner,Muscle_Gain,3,0.8,0,3,5,5,7,5,7,PRG_FIT_HYPERTROPHY_INTERMEDIATE
22,170,67,23.2,Swimming,Beginner,Agility,4,4.0,0,6,3,3,4,4,9,PRG_SW_TECHNIQUE_AND_BASE
22,175,67,21.9,Boxing,Beginner,Muscle_Gain,4,0.1,1,4,4,7,4,8,9,PRG_BOX_FOUNDATIONS
21,176,56,18.1,Track & Field,Beginner,Agility,3,1.6,0,3,4,9,3,5,8,PRG_TF_RUNNING_MECHANICS
22,184,78,23.0,Basketball,Advanced,Strength,3,8.1,0,8,9,9,8,8,8,PRG_BB_VERTICAL_PLYOMETRICS
26,179,94,29.3,Football,Beginner,Agility,3,0.1,0,4,4,5,3,6,9,PRG_FB_ATHLETIC_DEVELOPMENT
22,179,68,21.2,Tennis,Beginner,Agility,1,0.1,0,7,2,5,3,8,8,PRG_TN_MOVEMENT_FOUNDATIONS
26,193,76,20.4,Basketball,Intermediate,Endurance,5,2.1,1,6,2,6,2,5,7,PRG_BB_ANKLE_KNEE_PREHAB
28,171,63,21.5,MMA,Beginner,Speed,2,0.9,0,5,3,6,6,2,8,PRG_MMA_BEGINNER_BASE
28,168,59,20.9,Track & Field,Advanced,Speed,5,5.8,1,10,7,10,6,7,8,PRG_TF_SPRINT_ELITE
28,176,74,23.9,MMA,Intermediate,Muscle_Gain,2,3.6,0,3,6,8,6,7,8,PRG_MMA_SPEED_AGILITY
22,185,80,23.4,Swimming,Beginner,Agility,2,0.8,0,8,5,5,5,2,9,PRG_SW_TECHNIQUE_AND_BASE
20,197,99,25.5,Basketball,Advanced,Endurance,5,6.2,0,7,6,10,4,9,8,PRG_BB_VERTICAL_PLYOMETRICS
17,182,66,19.9,Basketball,Beginner,Strength,2,1.8,0,7,5,6,4,6,10,PRG_BB_ATHLETIC_BASE
24,189,89,24.9,Football,Advanced,Agility,6,6.2,1,5,10,8,7,8,7,PRG_FB_INJURY_PREVENTION
26,177,81,25.9,Football,Intermediate,Strength,4,3.4,0,5,6,7,6,10,9,PRG_FB_EXPLOSIVE_ATHLETE
22,181,68,20.8,Boxing,Beginner,Muscle_Gain,2,2.7,0,6,7,5,3,4,9,PRG_BOX_FOUNDATIONS
19,164,80,29.7,General Fitness,Beginner,Weight_Loss,2,1.0,1,3,2,3,5,3,9,PRG_FIT_FAT_LOSS_HIIT
28,183,67,20.0,Tennis,Intermediate,Weight_Loss,4,4.1,0,7,4,5,4,8,7,PRG_TN_CORE_STABILITY
27,189,64,17.9,Tennis,Beginner,Endurance,2,0.7,0,5,6,6,5,5,7,PRG_TN_MOVEMENT_FOUNDATIONS
24,172,82,27.7,MMA,Beginner,Agility,3,0.1,1,6,5,5,5,3,8,PRG_MMA_BEGINNER_BASE
36,173,85,28.4,General Fitness,Advanced,Muscle_Gain,5,5.4,0,7,9,9,7,7,8,PRG_FIT_HYPERTROPHY_INTERMEDIATE
17,189,87,24.4,Basketball,Advanced,Agility,5,6.6,0,8,7,9,7,6,6,PRG_BB_CHANGE_OF_DIRECTION
18,178,67,21.1,Swimming,Intermediate,Agility,4,3.2,0,10,6,6,7,8,8,PRG_SW_RACE_CONDITIONING
26,178,60,18.9,Boxing,Beginner,Strength,4,0.1,1,7,7,6,3,4,8,PRG_BOX_FOUNDATIONS
23,192,72,19.5,Basketball,Beginner,Speed,3,0.1,0,5,4,6,5,4,8,PRG_BB_ATHLETIC_BASE
23,194,71,18.9,Basketball,Advanced,Speed,6,5.9,1,10,7,9,5,4,8,PRG_BB_ANKLE_KNEE_PREHAB
28,172,80,27.0,General Fitness,Beginner,Endurance,1,1.4,1,2,5,5,4,5,8,PRG_FIT_CARDIO_ENDURANCE
16,177,70,22.3,Track & Field,Advanced,Endurance,6,6.1,0,7,6,8,8,8,6,PRG_TF_DISTANCE_ELITE
33,176,89,28.7,MMA,Beginner,Speed,3,1.5,0,3,9,4,5,5,7,PRG_MMA_BEGINNER_BASE
20,174,79,26.1,Swimming,Advanced,Endurance,6,7.2,0,10,8,6,9,6,7,PRG_SW_DISTANCE_ELITE
17,175,72,23.5,General Fitness,Advanced,Weight_Loss,4,7.7,0,8,7,7,5,7,10,PRG_FIT_FAT_LOSS_HIIT
18,177,89,28.4,Football,Beginner,Strength,3,0.1,0,3,5,8,6,5,9,PRG_FB_ATHLETIC_DEVELOPMENT
24,171,72,24.6,Track & Field,Advanced,Agility,5,8.0,0,10,9,10,6,9,7,PRG_TF_GENERAL_TRACK_CONDITIONING
25,174,77,25.4,Boxing,Beginner,Strength,3,0.7,1,6,6,6,2,2,8,PRG_BOX_FOUNDATIONS
33,174,81,26.8,General Fitness,Beginner,Muscle_Gain,2,1.8,0,4,1,3,3,6,7,PRG_FIT_HYPERTROPHY_BEGINNER
19,185,82,24.0,Football,Beginner,Agility,2,1.5,0,3,9,6,3,4,9,PRG_FB_ATHLETIC_DEVELOPMENT
26,179,95,29.6,Football,Advanced,Endurance,6,8.5,0,8,8,10,7,10,6,PRG_FB_LINEMAN_POWER
20,185,59,17.2,Tennis,Beginner,Agility,1,2.2,0,6,1,4,1,1,10,PRG_TN_MOVEMENT_FOUNDATIONS
45,175,60,19.6,General Fitness,Beginner,Muscle_Gain,1,1.4,1,3,5,1,3,4,6,PRG_FIT_HYPERTROPHY_INTERMEDIATE
15,175,57,18.6,Boxing,Advanced,Strength,6,5.8,0,7,7,8,10,9,7,PRG_BOX_KNOCKOUT_POWER
27,182,61,18.4,Boxing,Intermediate,Speed,6,3.2,0,9,4,6,7,7,6,PRG_BOX_GENERAL_COMBAT_FITNESS
23,187,71,20.3,Football,Advanced,Speed,5,6.7,0,7,8,8,6,10,7,PRG_FB_SPRINT_MECHANICS
29,172,72,24.3,MMA,Advanced,Strength,5,6.9,0,8,6,6,9,8,6,PRG_MMA_PEAK_PERFORMANCE
26,161,75,28.9,Boxing,Intermediate,Weight_Loss,3,4.0,0,7,6,10,8,8,10,PRG_BOX_KNOCKOUT_POWER
28,172,68,23.0,MMA,Beginner,Strength,3,0.1,0,5,7,6,4,4,9,PRG_MMA_BEGINNER_BASE
22,174,75,24.8,MMA,Beginner,Endurance,1,2.5,1,5,5,2,3,5,9,PRG_MMA_BEGINNER_BASE
29,180,79,24.4,Boxing,Beginner,Strength,3,2.3,0,4,2,2,3,4,9,PRG_BOX_FOUNDATIONS
17,168,66,23.4,Tennis,Beginner,Strength,3,0.1,0,2,5,5,6,3,8,PRG_TN_MOVEMENT_FOUNDATIONS
30,190,70,19.4,Basketball,Beginner,Speed,3,0.8,1,6,5,5,4,5,7,PRG_BB_ATHLETIC_BASE
21,175,72,23.5,MMA,Advanced,Strength,4,4.1,0,8,8,7,5,7,9,PRG_MMA_PEAK_PERFORMANCE
15,173,88,29.4,Football,Advanced,Speed,5,7.5,0,4,8,8,6,8,8,PRG_FB_SPRINT_MECHANICS
22,185,89,26.0,Football,Intermediate,Speed,3,3.6,0,8,8,5,6,7,8,PRG_FB_SPRINT_MECHANICS
20,184,77,22.7,Track & Field,Beginner,Endurance,3,2.3,0,6,5,5,3,6,6,PRG_TF_RUNNING_MECHANICS
30,174,84,27.7,General Fitness,Beginner,Muscle_Gain,2,1.2,1,5,6,5,4,5,10,PRG_FIT_HYPERTROPHY_INTERMEDIATE
20,178,64,20.2,Track & Field,Beginner,Muscle_Gain,3,2.5,0,5,4,5,3,7,8,PRG_TF_RUNNING_MECHANICS
29,191,74,20.3,Swimming,Advanced,Muscle_Gain,4,6.3,0,10,7,8,7,6,6,PRG_SW_RACE_CONDITIONING
22,167,50,17.9,General Fitness,Beginner,Endurance,2,1.5,0,6,8,7,3,5,9,PRG_FIT_CARDIO_ENDURANCE
18,198,66,16.8,Basketball,Beginner,Strength,4,0.6,0,4,6,5,4,5,6,PRG_BB_ATHLETIC_BASE
25,177,72,23.0,Tennis,Advanced,Speed,4,6.5,0,6,7,7,9,6,7,PRG_TN_COMPETITION_READINESS
22,183,75,22.4,Basketball,Beginner,Muscle_Gain,1,0.4,1,6,4,4,3,7,10,PRG_BB_ATHLETIC_BASE
27,164,55,20.4,Track & Field,Advanced,Endurance,5,7.2,1,6,6,10,9,8,8,PRG_TF_AEROBIC_BASE
17,190,79,21.9,Swimming,Advanced,Speed,5,6.4,1,10,5,8,10,8,8,PRG_SW_SPRINT_POWER
15,184,76,22.4,Football,Intermediate,Endurance,4,2.9,0,5,6,8,8,7,8,PRG_FB_EXPLOSIVE_ATHLETE
28,184,66,19.5,Tennis,Advanced,Speed,5,6.8,0,7,6,9,8,8,8,PRG_TN_POWER_GENERATION
27,169,86,30.1,MMA,Beginner,Strength,2,0.1,0,6,6,5,5,7,8,PRG_MMA_BEGINNER_BASE
20,180,70,21.6,Track & Field,Intermediate,Endurance,4,4.8,0,7,7,7,6,5,8,PRG_TF_DISTANCE_ELITE
20,197,88,22.7,Basketball,Advanced,Agility,4,6.2,1,8,5,7,7,9,9,PRG_BB_ANKLE_KNEE_PREHAB
26,173,75,25.1,MMA,Beginner,Speed,2,0.1,0,5,7,5,6,4,8,PRG_MMA_BEGINNER_BASE
23,180,87,26.9,Football,Intermediate,Strength,5,3.0,0,5,7,6,5,8,9,PRG_FB_STRENGTH_STAMINA
30,176,94,30.3,General Fitness,Beginner,Muscle_Gain,2,0.1,0,5,6,6,4,5,9,PRG_FIT_FAT_LOSS_HIIT
20,177,62,19.8,Swimming,Intermediate,Weight_Loss,5,3.5,0,10,6,8,6,3,8,PRG_SW_RACE_CONDITIONING
33,172,57,19.3,MMA,Intermediate,Agility,3,2.8,1,6,7,7,5,6,7,PRG_MMA_INJURY_PREVENTION
24,168,50,17.7,Boxing,Intermediate,Endurance,3,4.7,0,7,6,7,8,7,9,PRG_BOX_KNOCKOUT_POWER
22,176,84,27.1,MMA,Intermediate,Muscle_Gain,3,2.1,0,7,6,8,6,8,8,PRG_MMA_PEAK_PERFORMANCE
15,184,77,22.7,Swimming,Intermediate,Endurance,4,5.6,0,9,3,8,5,7,7,PRG_SW_DISTANCE_ELITE
24,165,75,27.5,General Fitness,Intermediate,Muscle_Gain,3,2.8,0,7,6,3,8,4,7,PRG_FIT_HYPERTROPHY_INTERMEDIATE
26,173,56,18.7,General Fitness,Beginner,Muscle_Gain,2,0.8,0,3,4,3,7,5,8,PRG_FIT_HYPERTROPHY_BEGINNER
29,175,73,23.8,Tennis,Beginner,Speed,3,1.7,1,2,4,7,6,4,7,PRG_TN_MOVEMENT_FOUNDATIONS
15,171,60,20.5,Track & Field,Beginner,Strength,2,0.1,1,8,2,6,6,2,9,PRG_TF_RUNNING_MECHANICS
